Ednrb	0.6661457203
Sox8	0.6656635214
Aadacl2	0.6635580961
Ngfr	0.6632256209
Pik3ap1	0.662585245
Nol4	0.6622221849
Srsf12	0.6612799231
Gm19461	0.6611756884
Slc2a6	0.660897441
Pole2	0.660658527
Scd2	0.6602364264
Arnt2	0.660032805
Dpy19l1	0.6580698976
Slc15a3	0.657883569
Nlrp6	0.6574902484
Ngf	0.6574854147
Scd3	0.6557937385
Dbx2	0.6548758612
Elovl6	0.6537994702
Mcm5	0.6530828746
Gm5535	0.6528694989
Cdc6	0.6527704483
Gm11295	0.6516714679
Ano5	0.6515685234
Cdh4	0.6507393639
Gm28386	0.6481378736
Ak5	0.6479739228
Lypd6	0.6476985695
Mcm3	0.6476970106
Piezo2	0.6470191232
2810433D01Rik	0.6455135713
Gm45187	0.6439344014
Gm8995	0.642976296
Wdfy4	0.6421644439
Chp2	0.6404833322
Gbp9	0.6391947342
Cdh26	0.6391539434
Itgax	0.6388732989
Lrrc4	0.6383292547
Grin3a	0.6375667025
Vldlr	0.6364437423
Cbfa2t3	0.6346033233
Wscd1	0.6345059691
Tll2	0.6331120753
Nat8l	0.6312847864
Frem1	0.6307694226
Pthlh	0.6306953363
Adamts16	0.6305151064
Dmrtb1	0.6302725599
Prex1	0.6272251175
Bves	0.6271347128
Kcne1	0.6264478277
Haao	0.6253985922
Gdnf	0.6249451778
Syt7	0.6243458583
Igsf9	0.6240888324
Insc	0.622542837
Clec12a	0.6222028959
Cyp24a1	0.6196478739
Lhfpl2	0.619159212
Ccr2	0.6188460585
Prr32	0.6178862544
Ntng1	0.6178488042
Pcdh8	0.6166191856
Chst5	0.6164557695
Ddah1	0.6111837207
Mcm2	0.6109402636
Dnase1l3	0.603640723
Ciita	0.6019183284
Cx3cr1	0.6018750385
A430093F15Rik	0.601193611
Fbxl7	0.5976435178
1110032F04Rik	0.5964581879
Sstr4	0.596162233
Klhl14	0.5956380622
Clec7a	0.594124451
Unc13c	0.5939733762
RP24-420C18.2	0.592174829
Hrh2	0.5903399927
Slc35f1	0.5894503555
Arsi	0.5878575014
Nckap5	0.5795408466
Mmp12	0.5776933451
Pdzrn4	0.5710498302
Ccnd1	0.5710316898
Ung	0.5673952104
B3gat1	0.559910156
Tacr3	0.5530970073
Adra2c	0.5523302334
Vsnl1	0.5499524058
Jakmip2	0.5460109884
Kcns1	0.5419810243
Cldn17	0.5386610773
5830418P13Rik	0.5343496619
Slc44a5	0.5322839109
Slc8a1	0.5280686718
Epgn	0.5195216851
Ivl	0.5065257164
Gm2115	0.4794947723
Cxcl5	0.4481820419
